www.test1.com,0.15
www.test2.com,0.35
www.test3.com,0.05
www.test4.com,0.45
www.test1.com,0.165
www.test2.com,0.22875
www.test3.com,0.52625
www.test4.com,0.08
www.test1.com,0.0601667
www.test2.com,0.130292
www.test3.com,0.324729
www.test4.com,0.484813
www.test1.com,0.174864
www.test2.com,0.200435
www.test3.com,0.311183
www.test4.com,0.31352
www.test1.com,0.126331
www.test2.com,0.200648
www.test3.com,0.371018
www.test4.com,0.302006
www.test1.com,0.123068
www.test2.com,0.176759
www.test3.com,0.34731
www.test4.com,0.352865
www.test1.com,0.137478
www.test2.com,0.189782
www.test3.com,0.340027
www.test4.com,0.332714
www.test1.com,0.131769
www.test2.com,0.190197
www.test3.com,0.351512
www.test4.com,0.326523
www.test1.com,0.130015
www.test2.com,0.186017
www.test3.com,0.347684
www.test4.com,0.336285
www.test1.com,0.132781
www.test2.com,0.188037
www.test3.com,0.346152
www.test4.com,0.333031
www.test1.com,0.131859
www.test2.com,0.188291
www.test3.com,0.348122
www.test4.com,0.331729
www.test1.com,0.13149
www.test2.com,0.18753
www.test3.com,0.347577
www.test4.com,0.333404
www.test1.com,0.131964
www.test2.com,0.187848
www.test3.com,0.347248
www.test4.com,0.33294
www.test1.com,0.131833
www.test2.com,0.187918
www.test3.com,0.347589
www.test4.com,0.332661
www.test1.com,0.131754
www.test2.com,0.187783
www.test3.com,0.347513
www.test4.com,0.332951
www.test1.com,0.131836
www.test2.com,0.187832
www.test3.com,0.347447
www.test4.com,0.332886
www.test1.com,0.131818
www.test2.com,0.187848
www.test3.com,0.347505
www.test4.com,0.33283
www.test1.com,0.131802
www.test2.com,0.187824
www.test3.com,0.347495
www.test4.com,0.332879
www.test1.com,0.131816
www.test2.com,0.187832
www.test3.com,0.347482
www.test4.com,0.332871
www.test1.com,0.131813
www.test2.com,0.187835
www.test3.com,0.347492
www.test4.com,0.33286
